SSC-HYGROTERM-LOGFILE als CSV-Liste
Spalten:
Datum-Zeit T:M:YYYY Std:Min:Sek, Raumtemperatur in °C, Relative Luftfeute in %, Luftdruck in hPa, Taupunkt 100%, Absulute Luftfeuchte in g/m³,Lipo Spannung in V
3.11.2018 2:22:42,20.46,56.0,986.14,11.39,9.94,4.17
3.11.2018 2:23:41,20.46,56.0,986.15,11.40,9.95,4.17
3.11.2018 2:24:40,20.46,56.0,986.15,11.39,9.94,4.17
3.11.2018 2:25:40,20.46,56.1,986.15,11.41,9.96,4.17
3.11.2018 2:26:39,20.46,56.2,986.13,11.46,9.99,4.17
3.11.2018 2:27:38,20.46,55.7,986.14,11.32,9.89,4.16
3.11.2018 2:28:37,20.46,56.2,986.13,11.46,9.98,4.16
3.11.2018 2:29:37,20.46,56.7,986.12,11.58,10.07,4.17
3.11.2018 2:30:36,20.46,56.5,986.12,11.51,10.02,4.17
3.11.2018 2:31:35,20.46,56.3,986.12,11.47,10.00,4.17
3.11.2018 2:32:35,20.46,56.1,986.09,11.42,9.96,4.17
3.11.2018 2:33:34,20.46,56.0,986.10,11.38,9.93,4.17
3.11.2018 2:34:33,20.45,56.0,986.10,11.37,9.93,4.17
3.11.2018 2:35:32,20.45,56.0,986.10,11.37,9.93,4.17
3.11.2018 2:36:32,20.46,55.8,986.12,11.33,9.91,4.17
3.11.2018 2:37:31,20.46,55.6,986.08,11.27,9.86,4.17
3.11.2018 2:38:30,20.45,55.9,986.05,11.37,9.93,4.17
3.11.2018 2:39:29,20.45,55.9,986.06,11.36,9.92,4.17
3.11.2018 2:40:29,20.45,55.9,986.02,11.34,9.91,4.17
3.11.2018 2:41:28,20.45,56.0,986.02,11.37,9.93,4.17
3.11.2018 2:42:27,20.44,56.1,986.00,11.40,9.95,4.17
3.11.2018 2:43:26,20.44,56.2,985.99,11.43,9.97,4.17
3.11.2018 2:44:26,20.43,56.1,985.96,11.40,9.95,4.17
3.11.2018 2:45:25,20.43,55.8,986.00,11.30,9.89,4.17
3.11.2018 2:46:24,20.43,55.9,986.07,11.32,9.90,4.17
3.11.2018 2:47:23,20.43,55.8,986.09,11.30,9.88,4.17
3.11.2018 2:48:23,20.43,55.6,986.09,11.26,9.86,4.17
3.11.2018 2:49:22,20.42,55.6,986.08,11.25,9.85,4.17
3.11.2018 2:50:21,20.42,55.6,986.08,11.24,9.84,4.17
3.11.2018 2:51:20,20.41,55.6,986.09,11.23,9.84,4.17
3.11.2018 2:52:20,20.41,55.6,986.08,11.25,9.85,4.17
3.11.2018 2:53:19,20.41,55.7,986.07,11.26,9.86,4.17
3.11.2018 2:54:18,20.41,55.6,986.06,11.23,9.84,4.17
3.11.2018 2:55:18,20.41,55.5,986.05,11.22,9.83,4.17
3.11.2018 2:56:17,20.41,55.6,986.06,11.22,9.83,4.18
3.11.2018 2:57:16,20.40,55.6,986.02,11.23,9.84,4.18
3.11.2018 2:58:15,20.40,55.5,985.99,11.20,9.82,4.17
3.11.2018 2:59:15,20.40,55.6,986.03,11.22,9.84,4.17
3.11.2018 3:0:14,20.39,55.5,986.06,11.20,9.82,4.17
3.11.2018 3:1:13,20.39,55.5,986.03,11.20,9.82,4.17
3.11.2018 3:2:12,20.38,55.6,985.99,11.21,9.83,4.17
3.11.2018 3:3:12,20.37,55.5,985.91,11.17,9.80,4.17
3.11.2018 3:4:11,20.37,55.6,985.88,11.20,9.82,4.17
3.11.2018 3:5:10,20.36,56.3,985.78,11.37,9.93,4.17
3.11.2018 3:6:9,20.36,56.1,985.76,11.33,9.90,4.17
3.11.2018 3:7:9,20.35,56.0,985.88,11.30,9.88,4.17
3.11.2018 3:8:8,20.35,55.8,985.98,11.25,9.85,4.17
3.11.2018 3:9:7,20.35,55.9,986.03,11.25,9.86,4.17
3.11.2018 3:10:6,20.34,55.8,986.04,11.23,9.84,4.17
3.11.2018 3:11:6,20.34,55.8,986.02,11.24,9.84,4.17
3.11.2018 3:12:5,20.34,55.7,986.00,11.21,9.83,4.17
3.11.2018 3:13:4,20.34,55.7,985.97,11.19,9.82,4.18
3.11.2018 3:14:3,20.34,55.7,985.93,11.20,9.82,4.17
3.11.2018 3:15:2,20.33,55.9,985.87,11.23,9.84,4.18
3.11.2018 3:16:2,20.33,55.8,985.83,11.23,9.84,4.17
3.11.2018 3:17:1,20.33,55.9,985.85,11.24,9.85,4.17
3.11.2018 3:18:0,20.33,55.9,985.86,11.25,9.85,4.17
3.11.2018 3:18:59,20.33,55.9,985.86,11.24,9.85,4.18
3.11.2018 3:19:59,20.32,55.9,985.84,11.24,9.85,4.17
3.11.2018 3:20:58,20.32,55.9,985.83,11.23,9.84,4.17
3.11.2018 3:21:57,20.32,56.0,985.79,11.25,9.85,4.17
3.11.2018 3:22:56,20.32,56.5,985.80,11.39,9.95,4.17
3.11.2018 3:23:56,20.32,56.2,985.79,11.31,9.90,4.17
3.11.2018 3:24:55,20.32,56.7,985.80,11.44,9.98,4.17
3.11.2018 3:25:54,20.32,56.3,985.78,11.35,9.92,4.17
3.11.2018 3:26:53,20.32,56.8,985.79,11.46,9.99,4.17
3.11.2018 3:27:53,20.32,57.0,985.76,11.53,10.04,4.17
3.11.2018 3:28:52,20.33,56.6,985.78,11.43,9.97,4.17
3.11.2018 3:29:51,20.33,56.6,985.78,11.42,9.97,4.17
3.11.2018 3:30:50,20.34,56.9,985.75,11.52,10.03,4.17
3.11.2018 3:31:50,20.34,56.7,985.71,11.46,9.99,4.17
3.11.2018 3:32:49,20.34,56.7,985.70,11.47,10.00,4.17
3.11.2018 3:33:48,20.34,56.7,985.73,11.47,10.00,4.17
3.11.2018 3:34:47,20.34,56.8,985.75,11.49,10.01,4.17
3.11.2018 3:35:46,20.34,56.5,985.79,11.41,9.96,4.17
3.11.2018 3:36:46,20.33,56.5,985.81,11.40,9.95,4.18
3.11.2018 3:37:45,20.33,56.5,985.82,11.40,9.95,4.18
3.11.2018 3:38:44,20.33,56.5,985.83,11.40,9.95,4.17
3.11.2018 3:39:43,20.33,56.6,985.87,11.44,9.98,4.17
3.11.2018 3:40:43,20.33,56.5,985.91,11.41,9.96,4.18
3.11.2018 3:41:42,20.32,56.5,985.91,11.39,9.95,4.18
3.11.2018 3:42:41,20.32,56.8,985.92,11.46,9.99,4.17
3.11.2018 3:43:40,20.32,56.5,985.91,11.39,9.95,4.17
3.11.2018 3:44:40,20.33,56.3,985.90,11.35,9.92,4.17
3.11.2018 3:45:39,20.33,56.7,985.92,11.46,9.99,4.18
3.11.2018 3:46:38,20.33,56.4,985.94,11.37,9.93,4.18
3.11.2018 3:47:37,20.33,56.4,985.96,11.39,9.94,4.18
3.11.2018 3:48:36,20.33,56.3,986.00,11.34,9.91,4.17
3.11.2018 3:49:36,20.33,56.4,986.03,11.36,9.93,4.17
3.11.2018 3:50:35,20.33,56.3,986.07,11.36,9.93,4.17
3.11.2018 3:51:34,20.32,56.4,986.03,11.36,9.93,4.17
3.11.2018 3:52:33,20.33,56.5,985.86,11.40,9.95,4.17
3.11.2018 3:53:33,20.33,56.4,985.69,11.39,9.94,4.18
3.11.2018 3:54:32,20.32,56.5,985.58,11.38,9.94,4.18
3.11.2018 3:55:31,20.32,56.5,985.63,11.41,9.96,4.17
3.11.2018 3:56:30,20.32,56.8,985.68,11.48,10.01,4.17
3.11.2018 3:57:30,20.32,56.8,985.69,11.47,10.00,4.17
3.11.2018 3:58:29,20.32,56.8,985.75,11.48,10.00,4.17
3.11.2018 3:59:28,20.32,56.7,985.79,11.44,9.98,4.18
3.11.2018 4:0:27,20.32,56.8,985.79,11.46,10.00,4.18
3.11.2018 4:1:26,20.33,56.8,985.78,11.47,10.00,4.18
3.11.2018 4:2:26,20.33,56.8,985.78,11.48,10.00,4.18
3.11.2018 4:3:25,20.34,56.2,985.75,11.34,9.91,4.18
3.11.2018 4:4:24,20.34,56.2,985.74,11.33,9.91,4.17
3.11.2018 4:5:23,20.33,55.6,985.72,11.17,9.80,4.17
3.11.2018 4:6:23,20.31,55.4,985.73,11.09,9.75,4.18
3.11.2018 4:7:22,20.32,55.7,985.72,11.17,9.80,4.17
3.11.2018 4:8:21,20.31,55.9,985.69,11.21,9.83,4.17
3.11.2018 4:9:20,20.31,56.0,985.71,11.25,9.85,4.18
3.11.2018 4:10:19,20.31,56.1,985.70,11.29,9.88,4.18
3.11.2018 4:11:19,20.31,56.1,985.73,11.27,9.87,4.18
3.11.2018 4:12:18,20.31,56.1,985.72,11.27,9.87,4.17
3.11.2018 4:13:17,20.30,56.0,985.71,11.24,9.85,4.17
3.11.2018 4:14:17,20.30,56.1,985.71,11.26,9.86,4.17
3.11.2018 4:15:16,20.29,56.1,985.71,11.26,9.86,4.17
3.11.2018 4:16:15,20.29,56.1,985.74,11.26,9.86,4.17
3.11.2018 4:17:14,20.29,56.2,985.73,11.28,9.87,4.18
3.11.2018 4:18:13,20.28,56.1,985.72,11.24,9.85,4.18
3.11.2018 4:19:13,20.28,56.0,985.73,11.23,9.85,4.18
3.11.2018 4:20:12,20.27,56.1,985.73,11.24,9.85,4.17
3.11.2018 4:21:11,20.27,56.0,985.72,11.21,9.83,4.18
3.11.2018 4:22:10,20.26,56.1,985.70,11.22,9.84,4.18
3.11.2018 4:23:9,20.26,56.1,985.67,11.23,9.84,4.18
3.11.2018 4:24:9,20.25,56.2,985.66,11.24,9.85,4.18
3.11.2018 4:25:8,20.25,56.1,985.71,11.22,9.83,4.18
3.11.2018 4:26:7,20.25,56.1,985.74,11.22,9.83,4.18
3.11.2018 4:27:6,20.24,56.1,985.73,11.21,9.83,4.18
3.11.2018 4:28:6,20.24,56.2,985.72,11.23,9.85,4.17
3.11.2018 4:29:5,20.25,56.3,985.75,11.28,9.88,4.18
3.11.2018 4:30:4,20.25,56.3,985.76,11.27,9.87,4.18
3.11.2018 4:31:3,20.25,56.0,985.74,11.20,9.83,4.18
3.11.2018 4:32:2,20.25,56.0,985.74,11.19,9.82,4.18
3.11.2018 4:33:2,20.24,56.0,985.70,11.18,9.81,4.17
3.11.2018 4:34:1,20.24,56.0,985.68,11.19,9.82,4.18
3.11.2018 4:35:0,20.24,56.0,985.66,11.18,9.81,4.18
3.11.2018 4:35:59,20.24,55.9,985.62,11.17,9.80,4.18
3.11.2018 4:36:58,20.23,56.0,985.59,11.16,9.80,4.18
3.11.2018 4:37:58,20.23,56.0,985.62,11.18,9.81,4.17
3.11.2018 4:38:57,20.22,56.1,985.62,11.20,9.82,4.17
3.11.2018 4:39:56,20.22,56.2,985.65,11.22,9.84,4.18
3.11.2018 4:40:55,20.21,56.2,985.64,11.20,9.83,4.18
3.11.2018 4:41:55,20.21,56.1,985.60,11.18,9.81,4.18
3.11.2018 4:42:54,20.21,56.3,985.59,11.24,9.85,4.18
3.11.2018 4:43:53,20.21,56.3,985.60,11.24,9.85,4.18
3.11.2018 4:44:52,20.21,56.1,985.58,11.19,9.82,4.17
3.11.2018 4:45:51,20.21,56.4,985.56,11.26,9.86,4.18
3.11.2018 4:46:51,20.21,56.5,985.57,11.30,9.89,4.18
3.11.2018 4:47:50,20.20,57.1,985.60,11.45,9.99,4.18
3.11.2018 4:48:49,20.20,56.9,985.61,11.39,9.95,4.18
3.11.2018 4:49:48,20.20,56.8,985.63,11.37,9.93,4.17
3.11.2018 4:50:47,20.20,56.5,985.63,11.28,9.88,4.17
3.11.2018 4:51:47,20.20,56.7,985.64,11.33,9.91,4.17
3.11.2018 4:52:46,20.20,56.7,985.63,11.34,9.92,4.17
3.11.2018 4:53:45,20.19,56.7,985.62,11.34,9.91,4.18
3.11.2018 4:54:44,20.19,56.6,985.61,11.31,9.90,4.17
3.11.2018 4:55:43,20.19,56.9,985.60,11.37,9.94,4.18
3.11.2018 4:56:43,20.20,57.2,985.64,11.46,10.00,4.18
3.11.2018 4:57:42,20.20,57.1,985.66,11.43,9.98,4.18
3.11.2018 4:58:41,20.21,57.0,985.67,11.41,9.97,4.18
3.11.2018 4:59:40,20.22,57.1,985.68,11.46,10.00,4.18
3.11.2018 5:0:39,20.23,56.9,985.65,11.41,9.96,4.18
3.11.2018 5:1:39,20.23,56.9,985.64,11.43,9.98,4.18
3.11.2018 5:2:38,20.23,56.8,985.62,11.39,9.95,4.18
3.11.2018 5:3:37,20.24,56.7,985.63,11.38,9.94,4.18
3.11.2018 5:4:36,20.24,56.7,985.61,11.37,9.94,4.18
3.11.2018 5:5:35,20.24,56.8,985.59,11.39,9.95,4.18
3.11.2018 5:6:35,20.24,56.9,985.60,11.42,9.97,4.18
3.11.2018 5:7:34,20.25,57.0,985.63,11.45,9.99,4.18
3.11.2018 5:8:33,20.25,56.9,985.62,11.44,9.98,4.18
3.11.2018 5:9:32,20.25,56.9,985.64,11.42,9.97,4.18
3.11.2018 5:10:31,20.26,56.9,985.63,11.44,9.98,4.18
3.11.2018 5:11:31,20.26,57.0,985.65,11.46,10.00,4.17
3.11.2018 5:12:30,20.26,56.8,985.65,11.43,9.97,4.17
3.11.2018 5:13:29,20.27,56.7,985.65,11.40,9.96,4.18
3.11.2018 5:14:28,20.27,56.8,985.60,11.44,9.98,4.18
3.11.2018 5:15:27,20.29,56.9,985.51,11.48,10.01,4.18
3.11.2018 5:16:27,20.29,57.1,985.47,11.52,10.03,4.18
3.11.2018 5:17:26,20.30,57.0,985.48,11.50,10.02,4.18
3.11.2018 5:18:25,20.31,56.7,985.46,11.44,9.98,4.18
3.11.2018 5:19:24,20.31,56.7,985.47,11.45,9.99,4.18
3.11.2018 5:20:23,20.31,56.8,985.50,11.46,9.99,4.18
3.11.2018 5:21:23,20.32,56.8,985.44,11.47,10.00,4.18
3.11.2018 5:22:22,20.32,56.8,985.39,11.48,10.00,4.18
3.11.2018 5:23:21,20.33,56.7,985.36,11.46,9.99,4.18
3.11.2018 5:24:20,20.33,56.8,985.39,11.49,10.01,4.18
3.11.2018 5:25:19,20.33,56.8,985.35,11.47,10.00,4.18
3.11.2018 5:26:19,20.33,56.7,985.36,11.47,10.00,4.18
3.11.2018 5:27:18,20.33,56.6,985.34,11.44,9.98,4.18
3.11.2018 5:28:17,20.33,56.7,985.41,11.45,9.99,4.18
3.11.2018 5:29:16,20.34,56.7,985.46,11.46,9.99,4.18
3.11.2018 5:30:15,20.33,56.7,985.52,11.45,9.98,4.18
3.11.2018 5:31:15,20.33,56.7,985.69,11.47,10.00,4.18
3.11.2018 5:32:14,20.33,56.6,985.73,11.44,9.98,4.18
3.11.2018 5:33:13,20.33,56.7,985.64,11.45,9.99,4.18
3.11.2018 5:34:12,20.34,56.7,985.51,11.46,9.99,4.18
3.11.2018 5:35:11,20.33,56.8,985.49,11.49,10.01,4.18
3.11.2018 5:36:11,20.33,56.9,985.49,11.50,10.02,4.18
3.11.2018 5:37:10,20.33,56.8,985.50,11.48,10.01,4.18
3.11.2018 5:38:9,20.33,56.8,985.51,11.49,10.01,4.18
3.11.2018 5:39:8,20.33,56.8,985.53,11.49,10.01,4.18
3.11.2018 5:40:8,20.33,56.9,985.56,11.50,10.02,4.18
3.11.2018 5:41:7,20.33,56.8,985.57,11.49,10.01,4.18
3.11.2018 5:42:6,20.33,56.8,985.60,11.49,10.01,4.18
3.11.2018 5:43:5,20.32,56.8,985.62,11.48,10.01,4.18
3.11.2018 5:44:4,20.32,56.8,985.63,11.49,10.01,4.18
3.11.2018 5:45:4,20.32,56.9,985.61,11.49,10.01,4.18
3.11.2018 5:46:3,20.32,56.9,985.63,11.50,10.02,4.18
3.11.2018 5:47:2,20.32,56.9,985.67,11.51,10.03,4.18
3.11.2018 5:48:1,20.32,56.9,985.69,11.50,10.02,4.18
3.11.2018 5:49:0,20.31,56.9,985.69,11.50,10.02,4.18
3.11.2018 5:50:0,20.31,56.9,985.72,11.50,10.02,4.18
3.11.2018 5:50:59,20.31,57.0,985.72,11.50,10.02,4.18
3.11.2018 5:51:58,20.30,56.9,985.72,11.49,10.01,4.18
3.11.2018 5:52:57,20.30,56.9,985.73,11.49,10.02,4.18
3.11.2018 5:53:56,20.30,56.9,985.76,11.49,10.01,4.18
3.11.2018 5:54:56,20.29,56.9,985.82,11.48,10.01,4.18
3.11.2018 5:55:55,20.29,57.0,985.80,11.49,10.01,4.18
3.11.2018 5:56:54,20.29,56.9,985.79,11.47,10.00,4.18
3.11.2018 5:57:53,20.29,56.9,985.77,11.47,10.00,4.18
3.11.2018 5:58:52,20.28,56.9,985.75,11.47,10.00,4.18
3.11.2018 5:59:52,20.28,56.9,985.74,11.47,10.00,4.18
3.11.2018 6:0:51,20.28,57.0,985.74,11.49,10.01,4.18
3.11.2018 6:1:50,20.27,57.0,985.72,11.47,10.00,4.18
3.11.2018 6:2:49,20.27,57.1,985.71,11.50,10.02,4.18
3.11.2018 6:3:49,20.27,57.1,985.66,11.50,10.02,4.18
3.11.2018 6:4:48,20.26,57.1,985.56,11.49,10.02,4.18
3.11.2018 6:5:47,20.25,57.1,985.47,11.50,10.02,4.18
3.11.2018 6:6:46,20.25,57.3,985.38,11.54,10.05,4.18
3.11.2018 6:7:45,20.25,57.5,985.40,11.60,10.09,4.18
3.11.2018 6:8:45,20.24,57.5,985.44,11.57,10.07,4.18
3.11.2018 6:9:44,20.24,57.4,985.46,11.55,10.05,4.18
3.11.2018 6:10:43,20.23,57.4,985.46,11.56,10.06,4.18
3.11.2018 6:11:42,20.23,57.8,985.46,11.65,10.12,4.18
3.11.2018 6:12:42,20.22,58.0,985.46,11.69,10.15,4.18
3.11.2018 6:13:41,20.21,58.3,985.43,11.76,10.19,4.18
3.11.2018 6:14:40,20.20,57.7,985.41,11.60,10.09,4.18
3.11.2018 6:15:39,20.20,57.6,985.36,11.57,10.07,4.18
3.11.2018 6:16:39,20.21,57.6,985.36,11.59,10.08,4.18
3.11.2018 6:17:38,20.21,57.7,985.39,11.60,10.09,4.18
3.11.2018 6:18:37,20.21,57.6,985.42,11.58,10.08,4.18
3.11.2018 6:19:36,20.21,57.5,985.43,11.57,10.07,4.18
3.11.2018 6:20:35,20.22,57.5,985.48,11.57,10.07,4.18
3.11.2018 6:21:35,20.22,57.7,985.48,11.62,10.11,4.18
3.11.2018 6:22:34,20.23,58.1,985.48,11.72,10.17,4.18
3.11.2018 6:23:33,20.23,58.2,985.50,11.76,10.20,4.18
3.11.2018 6:24:32,20.24,58.2,985.49,11.77,10.20,4.18
3.11.2018 6:25:31,20.24,58.3,985.49,11.79,10.21,4.18
3.11.2018 6:26:31,20.25,58.2,985.50,11.77,10.20,4.18
3.11.2018 6:27:30,20.25,58.1,985.51,11.74,10.18,4.18
3.11.2018 6:28:29,20.25,58.3,985.52,11.81,10.23,4.18
3.11.2018 6:29:28,20.26,58.5,985.57,11.86,10.26,4.18
3.11.2018 6:30:27,20.27,58.5,985.62,11.87,10.27,4.18
3.11.2018 6:31:27,20.28,58.2,985.65,11.80,10.22,4.18
3.11.2018 6:32:26,20.29,58.7,985.66,11.93,10.31,4.18
3.11.2018 6:33:25,20.30,58.4,985.66,11.88,10.28,4.18
3.11.2018 6:34:24,20.31,58.2,985.65,11.83,10.24,4.18
3.11.2018 6:35:23,20.32,58.1,985.66,11.81,10.22,4.18
3.11.2018 6:36:22,20.33,58.1,985.73,11.82,10.23,4.18
3.11.2018 6:37:22,20.34,57.9,985.78,11.78,10.20,4.18
3.11.2018 6:38:21,20.34,57.9,985.83,11.80,10.22,4.18
3.11.2018 6:39:20,20.35,58.0,985.84,11.81,10.22,4.18
3.11.2018 6:40:19,20.35,58.0,985.83,11.81,10.22,4.18
3.11.2018 6:41:19,20.36,57.7,985.82,11.75,10.19,4.18
3.11.2018 6:42:18,20.37,57.7,985.81,11.76,10.19,4.18
3.11.2018 6:43:17,20.37,57.6,985.87,11.74,10.18,4.18
3.11.2018 6:44:16,20.38,57.9,985.89,11.81,10.23,4.18
3.11.2018 6:45:15,20.38,57.8,985.91,11.80,10.22,4.18
3.11.2018 6:46:15,20.38,57.6,985.91,11.74,10.18,4.18
3.11.2018 6:47:14,20.38,57.5,985.89,11.71,10.16,4.18
3.11.2018 6:48:13,20.38,57.5,985.91,11.71,10.16,4.18
3.11.2018 6:49:12,20.38,57.5,985.94,11.71,10.16,4.18
3.11.2018 6:50:11,20.38,57.5,985.94,11.71,10.16,4.18
3.11.2018 6:51:11,20.38,57.5,985.97,11.71,10.16,4.18
3.11.2018 6:52:10,20.38,57.7,985.99,11.78,10.20,4.18
3.11.2018 6:53:9,20.38,57.6,985.96,11.75,10.18,4.18
3.11.2018 6:54:8,20.38,57.4,985.96,11.68,10.14,4.18
3.11.2018 6:55:7,20.38,57.4,985.90,11.69,10.14,4.18
3.11.2018 6:56:7,20.38,57.4,985.90,11.70,10.15,4.18
3.11.2018 6:57:6,20.38,57.4,985.91,11.69,10.14,4.18
3.11.2018 6:58:5,20.38,57.4,985.95,11.69,10.14,4.18
3.11.2018 6:59:4,20.37,57.4,985.95,11.67,10.13,4.18
3.11.2018 7:0:3,20.37,57.4,985.95,11.67,10.13,4.18
3.11.2018 7:1:3,20.37,57.4,985.93,11.69,10.14,4.18
3.11.2018 7:2:2,20.37,57.4,985.91,11.68,10.14,4.18
3.11.2018 7:3:1,20.36,57.4,985.92,11.67,10.13,4.18
3.11.2018 7:4:0,20.36,57.5,985.95,11.69,10.15,4.18
3.11.2018 7:5:0,20.36,57.5,985.95,11.69,10.14,4.18
3.11.2018 7:5:59,20.35,57.5,985.93,11.68,10.14,4.18
3.11.2018 7:6:58,20.34,57.5,985.97,11.68,10.14,4.18
3.11.2018 7:7:57,20.34,57.5,985.99,11.68,10.14,4.18
3.11.2018 7:8:56,20.34,57.7,985.97,11.73,10.17,4.17
3.11.2018 7:9:56,20.33,57.5,986.00,11.68,10.14,4.18
3.11.2018 7:10:55,20.33,57.5,986.01,11.67,10.13,4.18
3.11.2018 7:11:54,20.32,57.6,986.00,11.68,10.14,4.18
3.11.2018 7:12:53,20.32,57.7,986.02,11.70,10.15,4.18
3.11.2018 7:13:52,20.31,57.8,985.98,11.73,10.17,4.18
3.11.2018 7:14:51,20.31,57.6,985.97,11.69,10.14,4.18
3.11.2018 7:15:51,20.30,57.5,985.97,11.65,10.12,4.18
3.11.2018 7:16:50,20.30,57.6,985.96,11.66,10.13,4.18
3.11.2018 7:17:49,20.30,57.6,985.97,11.68,10.14,4.18
3.11.2018 7:18:48,20.29,57.6,985.99,11.66,10.13,4.18
3.11.2018 7:19:47,20.29,57.6,985.99,11.67,10.13,4.18
3.11.2018 7:20:47,20.29,57.7,985.97,11.68,10.14,4.18
3.11.2018 7:21:46,20.28,57.6,985.98,11.64,10.11,4.18
3.11.2018 7:22:45,20.28,57.5,986.01,11.61,10.10,4.18
3.11.2018 7:23:44,20.27,57.5,986.01,11.61,10.10,4.19
3.11.2018 7:24:43,20.27,57.6,986.01,11.65,10.12,4.19
3.11.2018 7:25:43,20.27,57.5,986.00,11.63,10.10,4.18
3.11.2018 7:26:42,20.26,57.5,985.99,11.61,10.09,4.18
3.11.2018 7:27:41,20.26,57.5,985.99,11.60,10.09,4.18
3.11.2018 7:28:40,20.25,57.5,985.99,11.59,10.08,4.18
3.11.2018 7:29:39,20.25,57.4,986.03,11.56,10.06,4.18
3.11.2018 7:30:39,20.25,57.4,986.02,11.57,10.07,4.18
3.11.2018 7:31:38,20.25,57.5,985.99,11.60,10.09,4.18
3.11.2018 7:32:37,20.24,57.7,986.00,11.63,10.11,4.18
3.11.2018 7:33:36,20.24,57.4,986.01,11.57,10.07,4.18
3.11.2018 7:34:35,20.24,57.5,986.05,11.58,10.08,4.18
3.11.2018 7:35:34,20.24,57.6,986.09,11.60,10.09,4.18
3.11.2018 7:36:34,20.23,57.5,986.10,11.58,10.08,4.18
3.11.2018 7:37:33,20.23,57.5,986.10,11.59,10.08,4.18
3.11.2018 7:38:32,20.22,57.6,986.13,11.60,10.09,4.18
3.11.2018 7:39:31,20.22,57.6,986.09,11.60,10.09,4.18
3.11.2018 7:40:30,20.21,57.6,986.06,11.59,10.08,4.19
3.11.2018 7:41:29,20.21,57.7,986.08,11.61,10.10,4.18
3.11.2018 7:42:29,20.21,57.7,986.05,11.62,10.10,4.18
3.11.2018 7:43:28,20.21,57.6,986.06,11.59,10.08,4.18
3.11.2018 7:44:27,20.20,57.7,986.11,11.59,10.08,4.18
3.11.2018 7:45:26,20.20,57.6,986.11,11.58,10.08,4.18
3.11.2018 7:46:25,20.19,58.1,986.12,11.70,10.16,4.18
3.11.2018 7:47:25,20.19,57.8,986.16,11.62,10.10,4.18
3.11.2018 7:48:24,20.20,58.3,986.20,11.75,10.19,4.18
3.11.2018 7:49:23,20.21,58.2,986.19,11.73,10.18,4.18
3.11.2018 7:50:22,20.23,58.6,986.24,11.87,10.27,4.18
3.11.2018 7:51:21,20.29,61.4,986.20,12.63,10.79,4.17
3.11.2018 7:52:20,20.36,58.2,986.19,11.88,10.27,4.13
3.11.2018 7:53:20,20.41,57.8,986.22,11.82,10.23,4.11
3.11.2018 7:54:19,20.46,58.1,986.22,11.95,10.32,4.11
3.11.2018 7:55:18,20.49,57.7,986.27,11.88,10.27,4.11
3.11.2018 7:56:17,20.39,56.5,986.27,11.46,9.99,4.11
3.11.2018 7:57:16,20.27,56.9,986.34,11.45,9.99,4.11
3.11.2018 7:58:16,20.19,56.8,986.34,11.35,9.93,4.11
3.11.2018 7:59:15,20.15,55.9,986.36,11.08,9.75,4.11
3.11.2018 8:0:14,20.11,55.8,986.34,11.00,9.70,4.11
3.11.2018 8:1:13,20.06,55.8,986.34,10.96,9.68,4.11
3.11.2018 8:2:12,20.00,55.8,986.31,10.90,9.64,4.11
3.11.2018 8:3:11,19.95,55.7,986.23,10.83,9.60,4.11
3.11.2018 8:4:11,19.90,55.6,986.20,10.77,9.56,4.11
3.11.2018 8:5:10,19.86,55.7,986.18,10.75,9.55,4.11
3.11.2018 8:6:9,19.83,55.6,986.17,10.71,9.52,4.11
3.11.2018 8:7:8,19.81,55.6,986.19,10.68,9.50,4.11
3.11.2018 8:8:7,19.77,55.7,986.20,10.66,9.49,4.11
3.11.2018 8:9:6,19.73,55.6,986.19,10.59,9.45,4.11
3.11.2018 8:10:5,19.71,55.7,986.18,10.61,9.46,4.11
3.11.2018 8:11:5,19.59,56.1,986.17,10.61,9.47,4.11
3.11.2018 8:12:4,19.40,56.6,986.18,10.55,9.44,4.11
3.11.2018 8:13:3,19.31,56.6,986.18,10.49,9.40,4.11
3.11.2018 8:14:2,19.24,56.7,986.14,10.44,9.37,4.11
3.11.2018 8:15:1,19.10,57.0,986.14,10.39,9.34,4.11
3.11.2018 8:16:0,19.00,57.7,986.19,10.48,9.41,4.11
3.11.2018 8:16:59,19.04,57.7,986.23,10.51,9.42,4.11
3.11.2018 8:17:58,19.13,57.6,986.27,10.57,9.46,4.11
3.11.2018 8:18:57,19.23,57.5,986.32,10.65,9.51,4.11
3.11.2018 8:19:56,19.32,57.5,986.30,10.73,9.55,4.11
3.11.2018 8:20:56,19.39,57.4,986.29,10.76,9.57,4.11
3.11.2018 8:21:55,19.45,57.0,986.29,10.73,9.55,4.11
3.11.2018 8:22:54,19.49,56.7,986.29,10.68,9.52,4.12
3.11.2018 8:23:53,19.52,56.6,986.26,10.67,9.51,4.12
3.11.2018 8:24:52,19.54,56.4,986.23,10.65,9.49,4.12
3.11.2018 8:25:51,19.56,56.3,986.20,10.64,9.49,4.13
3.11.2018 8:26:50,19.58,56.3,986.25,10.66,9.50,4.13
3.11.2018 8:27:49,19.60,56.3,986.27,10.66,9.50,4.13
3.11.2018 8:28:48,19.61,56.2,986.24,10.65,9.49,4.12
3.11.2018 8:29:47,19.62,56.1,986.28,10.64,9.49,4.12
3.11.2018 8:30:46,19.63,56.0,986.30,10.63,9.48,4.12
